province,sector_dir,subsector,hazard,file,sheet,label,description,weight_pct,relationship,domain
Northwestern,Paddy,,Drought,Paddy_Drought.xlsx,Var,E4,No. of paddy farmers,15,+,exposure
Northwestern,Paddy,,Drought,Paddy_Drought.xlsx,Var,E5,% of Paddy farmers from total  Agricultural Operators,15,+,exposure
Northwestern,Paddy,,Drought,Paddy_Drought.xlsx,Var,E6,% rain-fed paddy lands,15,+,exposure
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E1,Total Asweddumized paddy  extent,20,+,exposure
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E2,% paddy land area (from total land area),20,+,exposure
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E3,No. of paddy farmers,10,+,exposure
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E4,% of Paddy farmers from total  Agricultural Operators,10,+,exposure
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E5,Water surface area,15,-,exposure
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E6,% of water surface area,15,-,exposure
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E7,% of forest cover,5,-,exposure
Northwestern,Paddy,,Flood,Paddy_Flood.xlsx,Var,E8,Annual average rainfall,5,+,exposure
Northwestern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Northwestern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E1,Total Population,10,+,exposure
Northwestern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E2,% of HH_Pipe born water,10,-,exposure
Northwestern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",30,+,exposure
Northwestern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E4,No. of water intake points,20,+,exposure
Northwestern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E5,% of HH fed  by wells,15,+,exposure
Northwestern,Potable Water,,Flood,Potable_Water_Flood.xlsx,Var,E6,% of HH_Rural water supply project,15,+,exposure
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,H1,Landslide Hazard Index,100,+,hazard
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E1,Population density in DSD,15,+,exposure
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E2,Total buildings in landslide affected area,10,+,exposure
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E3,Total landslide affected area,10,+,exposure
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E4,% of landslide affected area,10,+,exposure
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E5,Max # of Landslide affected People during 1974 to 2023,20,+,exposure
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E6,No. of water intake points,10,+,exposure
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E7,% of HH fed  by wells,10,+,exposure
Northwestern,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E8,% of HH- Rural water supply project,15,+,exposure
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E1,Total Population,10,+,exposure
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E2,%  of HH -Pipe born water,10,-,exposure
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E3,"Max # of Drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",20,+,exposure
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E4,No. of water intake points,10,+,exposure
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E5,% of HH fed  by wells,10,+,exposure
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E6,% of HH_Rural water supply project,25,+,exposure
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E7,% of Water surface area,10,-,exposure
Northwestern,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E8,% of forest cover,5,-,exposure
Northwestern,Tourism,,Drought,Tourism_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Northwestern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E1,Total hotels,20,+,exposure
Northwestern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E2,Accommodation and food service activities- No. of  Establishments,20,+,exposure
Northwestern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E3,Accommodation and food service activities- No. of Persons Engaged,20,+,exposure
Northwestern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E4,"Arts, entertainment and recreation- No. of Establishments",20,+,exposure
Northwestern,Tourism,,Drought,Tourism_Drought.xlsx,Var,E5,"Arts, entertainment and recreation- No. of Persons Engaged",20,+,exposure
Northwestern,Tourism,,Flood,Tourism_Flood.xlsx,Var,H1,Flood Hzard Index,100,+,hazard
Northwestern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E1,Total hotels,20,+,exposure
Northwestern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E2,Accommodation and food service activities- No. of Establishments,20,+,exposure
Northwestern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E3,Accommodation and food service activities- No. of Persons Engaged,20,+,exposure
Northwestern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E4,"Arts, entertainment and recreation- No. of Establishments",20,+,exposure
Northwestern,Tourism,,Flood,Tourism_Flood.xlsx,Var,E5,"Arts, entertainment and recreation- No. of Persons Engaged",20,+,exposure
Northwestern,Transport,,Flood,Transport_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Northwestern,Transport,,Flood,Transport_Flood.xlsx,Var,E1,Flood affected main road length,10,+,exposure
Northwestern,Transport,,Flood,Transport_Flood.xlsx,Var,E2,Flood affected Secondary road length,15,+,exposure
Northwestern,Transport,,Flood,Transport_Flood.xlsx,Var,E3,Flood affected Track length,45,+,exposure
Northwestern,Transport,,Flood,Transport_Flood.xlsx,Var,E4,Total railway length,10,+,exposure
Northwestern,Transport,,Flood,Transport_Flood.xlsx,Var,E5,HH with no proper access road,15,+,exposure
Northwestern,Transport,,Flood,Transport_Flood.xlsx,Var,E6,Road density,5,-,exposure
Northwestern,Transport,,Landslide,Transport_Landslide.xlsx,Var,H1,Landslide Hazard Index,100,+,hazard
Northwestern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E1,Landslide affected main road length,30,+,exposure
Northwestern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E2,Landslide affected Secondary road length,25,+,exposure
Northwestern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E3,Landslide affected Track length,15,+,exposure
Northwestern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E4,Landslide affected railway length,10,+,exposure
Northwestern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E5,HH with no proper access road,10,+,exposure
Northwestern,Transport,,Landslide,Transport_Landslide.xlsx,Var,E6,Road density,10,-,exposure
Sabaragamuwa,Coconut,,Drought,Coconut_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Sabaragamuwa,Coconut,,Drought,Coconut_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Sabaragamuwa,Coconut,,Drought,Coconut_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Sabaragamuwa,Coconut,,Drought,Coconut_Drought.xlsx,Var,E1,Coconut  extent,25,+,exposure
Sabaragamuwa,Coconut,,Drought,Coconut_Drought.xlsx,Var,E2,No. of Coconut  farmers,30,+,exposure
Sabaragamuwa,Coconut,,Drought,Coconut_Drought.xlsx,Var,E3,Estate Sector population,20,+,exposure
Sabaragamuwa,Coconut,,Drought,Coconut_Drought.xlsx,Var,E4,% Coconut  extent from total agricultural lands,25,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",40,+,hazard
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),30,+,hazard
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,H3,SPI (Intensity),30,+,hazard
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E1,Total Population,12,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E2,Population density,10,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E3,No. of housing units,4,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E4,Max # of drought affected People during 1974 to 2022,25,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E5,% area under urban classification,7,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E6,% area under human settlements (Urban and rural),2,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E7,% HH with pipe borne water,6,-,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E8,No.of no proper sanitation facilities,5,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E9,% of Roofs consist of Galvanize Sheets,12,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E10,% surface area of water bodies within DS area,3,-,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E11,% of temporary houses,7,+,exposure
Sabaragamuwa,Human Settlements,,Drought,Hu_Se_Drought.xlsx,Var,E12,Human Animal Attacks,7,+,exposure
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,E1,%  Extent of Major floods affected area,10,+,exposure
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,E2,Total buildings in flood affected area,10,+,exposure
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,E3,Flood affected human settlement area,30,+,exposure
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,E4,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",35,+,exposure
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,E5,Flood affected  road length,10,+,exposure
Sabaragamuwa,Human Settlements,,Flood,Hu_Se_Flood.xlsx,Var,E6,No. of Flood affected schools,5,+,exposure
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,H1,Landslide  events (1974 - 2023),50,+,hazard
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,H3,Cutting failures (2000 - 2023),20,+,hazard
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E1,No. of buildings in landslide prone area (high and moderate),15,+,exposure
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E2,Landslide prone Human Settlements,10,+,exposure
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E3,Total Landslide  affected area (High and Moderate),10,+,exposure
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E4,Max # of landslide affected People during 1974 to 2023,20,+,exposure
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E5,landslide affected  road length,15,+,exposure
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E6,Road Density,10,-,exposure
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E7,Schools  in landslide prone area (high and moderate),10,+,exposure
Sabaragamuwa,Human Settlements,,Landslide,Hu_Se_Landslide.xlsx,Var,E8,No. of Public hospitals,10,-,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",50,+,hazard
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E1,Total establishments in  manufacturing Industries,10,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E2,Total No. of Industrial establishments (small and informal industries),5,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E3,Max # of drought affected People during 1974 to 2022,10,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E4,Persons engaged in manufacture of food products industries,10,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E5,Persons engaged in manufacture of beverages industries,10,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E6,Total Persons engaged (small and informal industries),5,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E7,"No. of industries in Food, Beverages & tobacco",10,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E8,Persons engaged in manufacture of dairy product industries,15,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E9,Accommodation and food service activities- No. of Establishments,15,+,exposure
Sabaragamuwa,Industry,,Drought,Industry_Drought.xlsx,Var,E10,Accommodation and food service activities- No. of Persons Engaged,10,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E1,Total establishments in  manufacturing Industries,10,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E2,Total No. of Mining & Quarrying industries,10,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E3,Total No. of Industrial establishments (small and informal industries),5,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E4,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",10,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E5,Flood affected  road length,10,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E6,Total Persons engaged (small and informal industries),5,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E7,"Persons engaged in processing and preserving of fish, crustaceans and mollusks industries",20,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E8,Persons engaged in manufacture of dairy product industries,10,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E9,Accommodation and food service activities- No. of Establishments,10,+,exposure
Sabaragamuwa,Industry,,Flood,Industry_Flood.xlsx,Var,E10,Accommodation and food service activities- No. of Persons Engaged,10,+,exposure
Sabaragamuwa,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Sabaragamuwa,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Sabaragamuwa,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Sabaragamuwa,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,40,+,exposure
Sabaragamuwa,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E2,Farm households population,30,+,exposure
Sabaragamuwa,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E3,"Max # of drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",30,+,exposure
Sabaragamuwa,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Sabaragamuwa,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Sabaragamuwa,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Sabaragamuwa,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Sabaragamuwa,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,50,+,exposure
Sabaragamuwa,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E2,Farm household's population,40,+,exposure
Sabaragamuwa,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",10,+,exposure
Sabaragamuwa,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Sabaragamuwa,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Sabaragamuwa,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Sabaragamuwa,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Var,E1,Buffalo Population,20,+,exposure
Sabaragamuwa,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Var,E2,No. of Buffalo Farmers,20,+,exposure
Sabaragamuwa,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Var,E3,Annual Mitch Buffalo Milk Production (l),40,+,exposure
Sabaragamuwa,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Var,E4,% of Buffalo Farmers from total livestock operators,10,+,exposure
Sabaragamuwa,Livestock,Buffalo,Drought,Buffalo_Drought.xlsx,Var,E5,Pasture & Fodder Extent (Acre),10,+,exposure
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,E1,Buffalo Population,25,+,exposure
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,E2,No. of Buffalo Farmers,20,+,exposure
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,E3,Annual Mitch Buffalo Milk Production (l),25,+,exposure
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,E4,% of Buffalo Farmers from total livestock operators,20,+,exposure
Sabaragamuwa,Livestock,Buffalo,Flood,Buffalo_Flood.xlsx,Var,E5,Pasture & Fodder Extent (Acre),10,+,exposure
Sabaragamuwa,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Sabaragamuwa,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Sabaragamuwa,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Sabaragamuwa,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E1,Cattle Population,20,+,exposure
Sabaragamuwa,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E2,No. of Cattle Farmers,20,+,exposure
Sabaragamuwa,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E3,Annual Milk Production (l),40,+,exposure
Sabaragamuwa,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E4,% Cattle Farmers from total livestock Operators,10,+,exposure
Sabaragamuwa,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E5,Pasture & Fodder Extent (Acre),10,+,exposure
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E1,Cattle Population,20,+,exposure
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E2,No. of Cattle Farmers,20,+,exposure
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E3,Annual Milk Production (l),40,+,exposure
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E4,% Cattle Farmers from total livestock Operators,5,+,exposure
Sabaragamuwa,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E5,Pasture & Fodder Extent (Acre),15,+,exposure
Sabaragamuwa,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Sabaragamuwa,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Sabaragamuwa,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Sabaragamuwa,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E1,Goat Population,25,+,exposure
Sabaragamuwa,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E2,# of Goat Farmers,10,+,exposure
Sabaragamuwa,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E3,Annual Milk Production (l),40,+,exposure
Sabaragamuwa,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E4,Annual Mutton Production (Kg),15,+,exposure
Sabaragamuwa,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E5,Pasture & Fodder Extent,10,+,exposure
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E1,Goat Population,25,+,exposure
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E2,# of Goat Farmers,10,+,exposure
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E3,Annual Milk Production (l),40,+,exposure
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E4,Annual Mutton Production (Kg),15,+,exposure
Sabaragamuwa,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E5,Pasture & Fodder Extent,10,+,exposure
Sabaragamuwa,Livestock,Pig Sheep,Drought,Pig-Sheep-Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Sabaragamuwa,Livestock,Pig Sheep,Drought,Pig-Sheep-Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Sabaragamuwa,Livestock,Pig Sheep,Drought,Pig-Sheep-Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Sabaragamuwa,Livestock,Pig Sheep,Drought,Pig-Sheep-Drought.xlsx,Var,E1,Pig Population,20,+,exposure
Sabaragamuwa,Livestock,Pig Sheep,Drought,Pig-Sheep-Drought.xlsx,Var,E2,Sheep Population,20,+,exposure
Sabaragamuwa,Livestock,Pig Sheep,Drought,Pig-Sheep-Drought.xlsx,Var,E3,# of Pig Farmers,10,+,exposure
Sabaragamuwa,Livestock,Pig Sheep,Drought,Pig-Sheep-Drought.xlsx,Var,E4,# of Sheep Farmers,10,+,exposure
Sabaragamuwa,Livestock,Pig Sheep,Drought,Pig-Sheep-Drought.xlsx,Var,E5,Annual Pork Production,40,+,exposure
Sabaragamuwa,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Sabaragamuwa,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
