province,district,ds_code,ds_division,ds_division_si,ds_code_official_num,ds_code_legacy,split_from,lon,lat,level,source
Uva,Badulla,BA5,Hali-ela,හාලිඇල,46,UVA-005,,81.02637,6.959819,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA6,Haputale,හපුතලේ,47,UVA-006,,80.946709,6.79877,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA7,Kandeketiya,කන්දෙකැටිය,48,UVA-007,,80.999122,7.120797,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA8,Lunugala,ලුණුගල,49,UVA-008,,81.198088,7.031003,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA9,Mahiyanganaya,මහියංගනය,50,UVA-009,,81.081603,7.418532,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA10,Meegahakiula,මීගහකිවුල,51,UVA-010,,81.081591,7.141127,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA11,Passara,පස්සර,52,UVA-011,,81.154263,6.976843,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA12,Rideemaliyadda,රිදීමාලියැද්ද,53,UVA-012,,81.118557,7.281968,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA13,Soranathota,සොරණාතොට,54,UVA-013,,81.055062,7.044027,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA14,Uvaparanagama,ඌවපරණගම,55,UVA-014,,80.94683,6.984779,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Badulla,BA15,Welimada,වැලිමඩ,56,UVA-015,,80.89111,6.85289,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO1,Badalkumbura,බඩල්කුඹුර,249,UVA-016,,81.206656,6.872863,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO2,Bibile,බිබිල,250,UVA-017,,81.303005,7.210013,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO3,Buttala,බුත්තල,251,UVA-018,,81.308665,6.656556,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO4,Katharagama,කතරගම,252,UVA-019,,81.361595,6.492568,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO5,Madulla,මඩුල්ල,253,UVA-020,,81.478099,7.181226,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO6,Medagama,මැදගම,254,UVA-021,,81.293819,7.04312,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO7,Monaragala,මොණරාගල,255,UVA-022,,81.350252,6.843641,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO8,Sevanagala,සෙවනගල,256,UVA-023,,80.937845,6.365258,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO9,Siyambalanduwa,සියඹලාණ්ඩුව,257,UVA-024,,81.536575,6.87286,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO10,Thanamalwila,තණමල්විල,258,UVA-025,,80.93707,6.515551,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Uva,Monaragala,MO11,Wellawaya,වැල්ලවාය,259,UVA-026,,81.121748,6.6398,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO1,Colombo,කොළඹ,69,WES-001,,79.865263,6.946987,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO2,Dehiwala,දෙහිවල,70,WES-002,,79.871595,6.856856,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO3,Homagama,හෝමාගම,72,WES-003,,80.024442,6.836353,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO4,Kaduwela,කඩුවෙල,73,WES-004,,79.972773,6.901985,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO5,Kesbewa,කැස්බෑව,74,WES-005,,79.927436,6.804772,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO6,Kolonnawa,කොලොන්නාව,75,WES-006,,79.914709,6.934943,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO7,Maharagama,මහරගම,76,WES-007,,79.943828,6.855809,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO8,Moratuwa,මොරටුව,77,WES-008,,79.886569,6.767099,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO9,Padukka,පාදුක්ක,78,WES-009,,80.122845,6.829202,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO10,Ratmalana,රත්මලාන,79,WES-010,,79.879129,6.827587,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO11,Seethawaka,සීතාවක,71,WES-011,,80.152703,6.919902,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO12,Sri Jayawardanapura Kotte,ශ්‍රී ජයවර්ධනපුර ක,80,WES-012,,79.900842,6.8905,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Colombo,CO13,Thimbirigasyaya,තිඹිරිගස්යාය,81,WES-013,,79.86748,6.902967,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP1,Attanagalla,අත්තනගල්ල,100,WES-014,,80.128587,7.113343,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP2,Biyagama,බියගම,101,WES-015,,79.975343,6.971358,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP3,Divulapitiya,දිවුලපිටිය,102,WES-016,,80.014491,7.255454,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP4,Dompe,දොම්පෙ,103,WES-017,,80.109689,6.988589,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP5,Gampaha,ගම්පහ,104,WES-018,,79.976426,7.065554,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP6,Ja Ela,ජා-ඇල,105,WES-019,,79.902029,7.072957,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP7,Katana,කටාන,106,WES-020,,79.896992,7.193,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP8,Kelaniya,කැළණිය,107,WES-021,,79.910134,6.971662,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP9,Mahara,මහර,108,WES-022,,80.061324,7.036817,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP10,Minuwangoda,මිනුවන්ගොඩ,109,WES-023,,79.980329,7.155139,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP11,Mirigama,මීරිගම,110,WES-024,,80.14283,7.232907,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP12,Negombo,මීගමුව,111,WES-025,,79.842047,7.191782,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Gampaha,GP13,Wattala,වත්තල,112,WES-026,,79.871533,7.04126,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT1,Agalawatta,අගලවත්ත,139,WES-027,,80.171374,6.508475,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT2,Bandaragama,බණ්ඩාරගම,140,WES-028,,79.985465,6.722881,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT3,Beruwala,බේරුවල,141,WES-029,,80.007908,6.49114,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT4,Bulathsinhala,බුලත්සිංහල,142,WES-030,,80.182877,6.645718,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT5,Dodangoda,දොඩංගොඩ,143,WES-031,,80.046652,6.558668,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT6,Horana,හොරණ,144,WES-032,,80.041867,6.75446,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT7,Ingiriya,ඉංගිරිය,145,WES-033,,80.152479,6.762783,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT8,Kalutara,කඵතර,146,WES-034,,79.962779,6.621044,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT9,Madurawala,මදුරාවෙල,147,WES-035,,80.075134,6.653103,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT10,Matugama,මතුගම,148,WES-036,,80.103131,6.495407,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT11,Millaniya,මිල්ලනිය,149,WES-037,,80.022844,6.655215,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT12,Palindanuwara,පාලින්දනුවර,150,WES-038,,80.260719,6.509185,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT13,Panadura,පානදුර,151,WES-039,,79.909316,6.712885,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
Western,Kalutara,KT14,Walallawita,වලල්ලාවිට,152,WES-040,,80.196179,6.398458,DS_DIVISION,"DS_Boundary.shp (2025-10-09), EPSG:5234 reprojected to 4326"
